iter	Logloss
0	0.685575301
1	0.6776681855
2	0.6699262937
3	0.6640342274
4	0.6566507178
5	0.6508417319
6	0.6440280012
7	0.6383929252
8	0.6311889136
9	0.6256379941
10	0.6187658933
11	0.6120159762
12	0.6056083528
13	0.5989967004
14	0.592417573
15	0.5873221162
16	0.5830697056
17	0.5765759059
18	0.5704854884
19	0.5653344601
20	0.5610943155
21	0.55514375
22	0.5502150265
23	0.5449295057
24	0.5405418504
25	0.5363476841
26	0.5298469424
27	0.5253556345
28	0.5199770113
29	0.5149662602
30	0.5104184397
31	0.5051326525
32	0.5002555826
33	0.4959339332
34	0.4912052448
35	0.4873925868
36	0.4827098781
37	0.4782640923
38	0.473178842
39	0.4689238651
40	0.4648298371
41	0.460362259
42	0.456328299
43	0.4516920567
44	0.4482159541
45	0.4453083294
46	0.4420826166
47	0.4386554198
48	0.4353270295
49	0.4324592688
50	0.4283864
51	0.4245441646
52	0.4199841997
53	0.416690259
54	0.4134296816
55	0.4101741586
56	0.4076897524
57	0.4049425074
58	0.401460866
59	0.3972688846
60	0.3943822374
61	0.392037872
62	0.389454983
63	0.3868603615
64	0.3842198526
65	0.3814436238
66	0.3789563557
67	0.3756098017
68	0.3721018277
69	0.3690356314
70	0.3663398332
71	0.3633387508
72	0.3610405276
73	0.3589021827
74	0.3555431924
75	0.353566982
76	0.3505361058
77	0.3485378788
78	0.3460076163
79	0.3435619029
80	0.3414767433
81	0.3391786804
82	0.3370865305
83	0.3346147451
84	0.3320665436
85	0.3293050192
86	0.3265540668
87	0.3243662749
88	0.3220789239
89	0.3203305708
90	0.317903523
91	0.3152043199
92	0.3128772438
93	0.3104876904
94	0.3078917544
95	0.3057433264
96	0.3039488454
97	0.3019380319
98	0.2998263537
99	0.2977295993
100	0.2954541618
101	0.2938443784
102	0.2921219291
103	0.2897575571
104	0.2878317623
105	0.2855925479
106	0.2844442411
107	0.2831759295
108	0.281350147
109	0.2802626928
110	0.278389131
111	0.2773127485
112	0.2754313834
113	0.2739264286
114	0.2728402278
115	0.2717058681
116	0.2699391607
117	0.2686235381
118	0.2671788375
119	0.2657604185
120	0.2640333044
121	0.2627198054
122	0.2611654805
123	0.2594181098
124	0.2582520807
125	0.2570113456
126	0.2551598458
127	0.2532693687
128	0.2516532175
129	0.2499576969
130	0.2486095321
131	0.24713675
132	0.2460094236
133	0.2446055548
134	0.242795225
135	0.2411283772
136	0.2400126811
137	0.2386892151
138	0.2378478045
139	0.2364628946
140	0.2352507072
141	0.2342002575
142	0.2327941676
143	0.2315795329
144	0.2302230886
145	0.228819653
146	0.2273743602
147	0.225778796
148	0.2243175214
149	0.2230588795
150	0.2217379179
151	0.2203693561
152	0.219429932
153	0.2181337505
154	0.2170229014
155	0.2160551209
156	0.215089544
157	0.2141094297
158	0.2130432377
159	0.2119431857
160	0.2109979821
161	0.2101462591
162	0.2091017492
163	0.2083762802
164	0.2073497851
165	0.2066463511
166	0.2056410176
167	0.2045502698
168	0.2035734644
169	0.202336413
170	0.2015201881
171	0.2004514612
172	0.1990232048
173	0.198319676
174	0.1976969881
175	0.1967159701
176	0.1959217107
177	0.194920424
178	0.1944340889
179	0.1935267818
180	0.1927833623
181	0.1921190625
182	0.1910059272
183	0.1902621328
184	0.1898516225
185	0.1889041043
186	0.1880506784
187	0.1871630684
188	0.1863217342
189	0.1855725481
190	0.18476121
191	0.1841156871
192	0.1834942879
193	0.1828989318
194	0.182214322
195	0.1817651902
196	0.1810349837
197	0.1802878187
198	0.1792734413
199	0.1785250889
200	0.1779597418
201	0.1770827221
202	0.1765239134
203	0.1762226791
204	0.1755128592
205	0.1750833094
206	0.1742067897
207	0.1737601576
208	0.1731899053
209	0.1729497013
210	0.1721672271
211	0.1716109766
212	0.170916502
213	0.1702483568
214	0.1695648086
215	0.1688397752
216	0.168374865
217	0.1679065664
218	0.1673875857
219	0.1665689656
220	0.1661819527
221	0.1656460933
222	0.1650812532
223	0.1646912331
224	0.1642406943
225	0.1637399562
