iter	Logloss
516	0.1635203975
517	0.1630994109
518	0.1630004478
519	0.1628401514
520	0.1626275673
521	0.1624237177
522	0.1622134329
523	0.1619859496
524	0.1618317437
525	0.1615554679
526	0.1611842432
527	0.1607436484
528	0.1606785205
529	0.1604794087
530	0.1602639713
531	0.1600732773
532	0.1596559238
533	0.1594900628
534	0.1591575655
535	0.1590589514
536	0.15872514
537	0.1585190682
538	0.1583461014
539	0.1581322588
540	0.1579060796
541	0.1574670363
542	0.1572479666
543	0.1569955569
544	0.1568826726
545	0.1564804874
546	0.1563276601
547	0.1561187887
548	0.1560187596
549	0.1557076472
550	0.1555392058
551	0.1552229025
552	0.1549852247
553	0.1546254508
554	0.1544501588
555	0.1541891303
556	0.15412143
557	0.1538565742
558	0.1537961445
559	0.1535848648
560	0.1534866205
561	0.1532481729
562	0.1529543792
563	0.152593396
564	0.1523242134
565	0.1521579275
566	0.1520486535
567	0.1517805591
568	0.1513879885
569	0.1511890773
570	0.1508652347
571	0.1506682321
572	0.1504847583
573	0.1503766877
574	0.1503243103
575	0.1501765262
576	0.1499099026
577	0.1497710924
578	0.149496545
579	0.1493614447
580	0.1491371155
581	0.1490126956
582	0.1487845329
583	0.1485726116
584	0.1483423682
585	0.1480688761
586	0.147830415
587	0.147583538
588	0.1474703262
589	0.1469886783
590	0.1467480382
591	0.1467157585
592	0.1464790083
593	0.146425483
594	0.1461271481
595	0.1458546702
596	0.145614865
597	0.1453768543
598	0.1451726832
599	0.1450283484
600	0.1448481433
601	0.1446224852
602	0.1445475462
603	0.1443203247
604	0.1440130267
605	0.1437216009
606	0.1433149746
607	0.143112346
608	0.1429137004
609	0.1427319147
610	0.1424552742
611	0.1422998468
612	0.1421243393
613	0.1420486072
614	0.1419088714
615	0.1416582509
616	0.1415064952
617	0.1412710919
618	0.141041501
619	0.1410070309
620	0.1409010438
621	0.1406688192
622	0.1404980156
623	0.1403000578
624	0.1402068468
625	0.14011434
626	0.1399948156
627	0.1398260312
628	0.139733003
629	0.1395874745
630	0.1393581628
631	0.1391042985
632	0.1389842166
633	0.1386724257
634	0.1384343684
635	0.1383164476
636	0.1381186276
637	0.1379172356
638	0.1377133632
639	0.1375046491
640	0.1372530809
641	0.1371376239
642	0.1370380218
643	0.1368783908
644	0.1367080683
645	0.1365861044
646	0.1363795002
647	0.1361561023
648	0.1360878077
649	0.1359456657
650	0.1358587215
651	0.1356104403
652	0.1353819341
653	0.1352747464
654	0.1351357964
655	0.13505449
656	0.1348293425
657	0.1344518817
658	0.1343302743
659	0.1341665521
660	0.133835748
661	0.1336342317
662	0.1335367189
663	0.1332592946
664	0.1330588001
665	0.1328580535
666	0.1327540037
667	0.1327256522
668	0.1325181164
669	0.132280978
670	0.1320329524
671	0.1318583974
672	0.1316516863
673	0.131449051
674	0.1311794179
675	0.1310397404
676	0.130920631
677	0.1307614876
678	0.1304773229
679	0.1302621018
680	0.1300549425
681	0.1299173025
682	0.1296679377
683	0.1294435966
684	0.1293487766
685	0.1291628231
686	0.1290540744
687	0.128844967
688	0.1286793813
689	0.128461624
690	0.1283059744
691	0.1282161254
692	0.1280375048
693	0.1278178926
694	0.1276033717
695	0.1273864583
696	0.1271593506
697	0.127054117
698	0.126906468
699	0.1266857608
700	0.1265578603
701	0.1264008177
702	0.1261765103
703	0.1258757042
704	0.1256898727
705	0.1254585601
706	0.1254126092
707	0.1251542118
708	0.1249988062
709	0.1247086442
710	0.1245324839
711	0.1244334515
712	0.1243241231
713	0.1241907945
714	0.1239881178
715	0.1238972396
716	0.1238367908
717	0.1236340476
718	0.123558761
719	0.1235110805
720	0.1233993318
721	0.123106883
722	0.1229034973
723	0.122637332
724	0.1225110675
725	0.1223117285
726	0.1220433086
727	0.1218249742
728	0.1217558712
729	0.1215833398
730	0.1214928151
731	0.1213985979
732	0.1212620913
733	0.1210341187
734	0.12081881
735	0.1206910759
736	0.1205085649
737	0.1203322424
738	0.1201327996
739	0.1199960998
740	0.1198620596
741	0.1196503759
742	0.1194254775
743	0.1191302669
744	0.1190602275
745	0.1188545305
746	0.1187200599
747	0.1184489922
748	0.1184037814
749	0.1183467549
750	0.1181148127
751	0.1180784669
752	0.1179295058
753	0.1178949741
754	0.1176453156
755	0.1174946592
756	0.1173382656
757	0.1172257697
758	0.1171231859
759	0.1169404774
760	0.1168291721
761	0.11670583
762	0.1165211976
763	0.1163544093
764	0.1161684566
765	0.1160186271
766	0.1158810182
767	0.1157903273
768	0.1154833502
769	0.1153156144
770	0.1151383269
771	0.1149515813
772	0.1146983745
773	0.114601142
774	0.1144775416
775	0.1144527795
776	0.1142528613
777	0.1140452659
778	0.1138569176
779	0.1135494301
780	0.1134680736
781	0.1133887255
782	0.1132484179
783	0.1131301286
784	0.1129554897
785	0.1128652025
786	0.1126891506
787	0.1124730937
788	0.1122498734
789	0.1121361793
790	0.1121015926
791	0.1119757804
792	0.111862832
793	0.1117708715
794	0.1115231899
795	0.1113863369
796	0.1113589367
797	0.1111473345
798	0.1110210323
799	0.1109339085
800	0.1107886319
801	0.1106675371
802	0.1104311605
803	0.110296656
804	0.1101306788
805	0.1100186488
806	0.1098713631
807	0.1098424316
808	0.1097611683
809	0.1095955902
810	0.1094287041
811	0.1093175592
812	0.109154349
813	0.1089415861
814	0.1088391625
815	0.1086360223
816	0.1085210445
817	0.1083259124
818	0.1082291805
819	0.1080274933
820	0.1078515286
821	0.1077896499
822	0.1077047093
823	0.1075936846
824	0.1074609337
825	0.1072663149
826	0.1070424926
827	0.1068332688
828	0.1066181448
829	0.1063956031
830	0.1062255173
831	0.1060918554
832	0.106033926
833	0.105889455
834	0.1057865192
835	0.1057242451
836	0.1055144663
837	0.105403431
838	0.1052353591
839	0.1050364481
840	0.1049059167
841	0.1048328957
842	0.1047435294
843	0.1045411397
844	0.1044060149
845	0.1043531601
846	0.1042996264
847	0.1042113298
848	0.1041284265
849	0.1039869005
850	0.1038750198
851	0.1037042292
852	0.1036222554
853	0.1033958424
854	0.1033495471
855	0.1032397374
856	0.1031153869
857	0.1030046481
858	0.1028411782
859	0.1026259816
860	0.1025332116
861	0.1023355988
862	0.1021826757
863	0.1020457884
864	0.1018162539
865	0.1015808136
866	0.1013927312
867	0.1012170095
868	0.1011493926
869	0.1009403792
870	0.1008631078
871	0.1007783567
872	0.100665428
873	0.1005355856
874	0.1004158353
875	0.1001976252
876	0.1001013635
877	0.1000217451
878	0.09984537401
879	0.099708691
880	0.09960861273
881	0.09946296856
882	0.09927012537
883	0.09909425609
884	0.09882561676
885	0.09858229883
886	0.09853526484
887	0.09845896057
888	0.09829328723
889	0.09816193506
890	0.0980669172
891	0.09803067799
892	0.09795676592
893	0.09773113427
894	0.09763851767
895	0.09746277433
896	0.09729868917
897	0.09707646962
898	0.09696455964
899	0.09686127046
900	0.09683521506
901	0.09678763919
902	0.09668529964
903	0.09668102324
904	0.09651645233
905	0.09634307058
906	0.09620099475
907	0.09606413195
908	0.09596586325
909	0.09580329236
910	0.09565943928
911	0.09549526164
912	0.09537722468
913	0.09534307561
914	0.09520904935
915	0.09507072246
916	0.09491283432
917	0.0947246388
918	0.09459058657
919	0.09441245276
920	0.0943318565
921	0.09418977874
922	0.09406266654
923	0.0939564061
924	0.09377658632
925	0.09351276723
926	0.09347581203
927	0.0932850835
928	0.09322670592
929	0.09307210978
930	0.09299267248
931	0.09291880635
932	0.09270833152
933	0.09257672223
934	0.0924511611
935	0.09228533234
936	0.09221738093
937	0.09213325669
938	0.09204229536
939	0.09194379242
940	0.09176620175
941	0.09156679226
942	0.09145251437
943	0.09133495444
944	0.09112130969
945	0.09109739383
946	0.09095341753
947	0.09084440679
948	0.09072660649
949	0.0905245914
950	0.09042085003
951	0.09038442738
952	0.09037200019
953	0.09027915708
954	0.09008631497
955	0.09002471734
956	0.08987482672
957	0.08980321778
958	0.08962867643
959	0.08955240988
960	0.08950193259
961	0.08944112466
962	0.08935432696
963	0.08920684585
964	0.08906182628
965	0.08900831736
966	0.08879229046
967	0.08876261773
968	0.08870030767
969	0.08858681276
970	0.08842385487
971	0.08818102287
972	0.08801558328
973	0.08785800458
974	0.0877916203
975	0.08773246913
976	0.08763407374
977	0.08750842824
978	0.08733666543
979	0.08720436815
980	0.08707722417
981	0.08704237692
982	0.08682894268
983	0.08668988453
984	0.08661321982
985	0.0865035024
986	0.08638251942
987	0.08627196769
988	0.08618419945
989	0.0859924581
990	0.08588017075
991	0.08574762605
992	0.0857118884
993	0.08561975328
994	0.08554335038
995	0.08536266542
996	0.08522754857
997	0.085093557
998	0.0849463806
999	0.08473852454
